ep,start,end,dur,text,chi_prob,in_dataset
ep11,528.78,530.16,1.38,え,0.027,0
ep11,530.16,533.44,3.28,先輩,0.107,0
ep11,533.44,535.64,2.2,大丈夫ですか先輩,0.002,0
ep11,535.64,538.58,2.94,そうだったんですか,0.291,0
ep11,538.58,541.2,2.62,驚かせちゃってごめんなさい,0.035,0
ep11,541.2,541.82,0.62,そんな,,0
ep11,541.82,545.14,3.32,こっちこそこんな変な話してごめん,0.018,0
ep11,545.14,546.72,1.58,呪いとかたたりとか,0.028,0
ep11,546.72,550.2,3.48,いい歳して情けないとは思ってるんだけどね,0.027,0
ep11,550.2,552.44,2.24,そんなことないですよ,0.017,0
ep11,553.14,556.36,3.22,私も黒い生き物とか苦手なの多いし,0.026,0
ep11,556.36,557.72,1.36,黒?なんで?,0.005,0
ep11,558.3,560.86,2.56,カラスとか黒猫とかコウモリとか,0.033,0
ep11,560.86,564.04,3.18,縁起悪そうだしなんか怖そうじゃないですか,0.02,0
ep11,564.04,565.5,1.46,確かに,0.093,0
ep11,565.5,569.08,3.58,きっとみんなへっちゃらなふりしてるだけで怖がりなんですよ,0.098,0
ep11,569.08,571.44,2.36,だから全然気にすることないです,0.185,0
ep11,571.44,572.54,1.1,ユミちゃん,0.002,0
ep11,572.54,573.22,0.68,ん?,,0
ep11,575.62,580.04,4.42,あああの俺ちょっと驚いただけでそんなに心配しなくても,0.036,0
ep11,580.04,586.76,6.72,そうじゃなくて、こないだ映画見に行った時、私、先輩に黙って勝手に先に帰っちゃって。,0.027,0
ep11,587.26,588.56,1.3,あ、いやあの…,0.06,0
ep11,588.56,589.74,1.18,本当にごめんなさい。,0.062,0
ep11,590.14,593.92,3.78,いや、何か急用かと思ったし、気にすることはないから。,0.072,0
ep11,594.72,597.6,2.88,でも、またよかったらどっか一緒に。,0.037,0
ep11,599.02,599.78,0.76,喜んで!,,0
ep11,607.88,608.56,0.68,先輩?,,0
ep11,608.56,610.8,2.24,しっかりしてください,0.003,0
ep11,610.8,613.76,2.96,まったく,0.023,0
ep11,613.76,616.72,2.96,ビビリーもいい加減にしてくれよ,0.03,0
ep11,616.72,620.02,3.3,階段だかなんだか知らないけど,0.015,0
ep11,620.02,623.0,2.98,男をおぶって連れ帰るこっちの身にもなってくれ,0.032,0
ep11,623.0,629.02,6.02,すまんしんば,0.084,0
ep11,629.02,632.24,3.22,でもこの気絶は階段話とはあんまり,0.008,0
ep11,632.24,634.66,2.42,だいたいよく考えてみろよ,0.018,0
ep11,634.66,637.94,3.28,このアパートには104号室なんてないんだぜ,0.17,0
ep11,637.94,638.44,0.5,え?,,0
ep11,638.94,640.74,1.8,1階は3部屋だからな,0.017,0
ep11,640.74,641.5,0.76,いいか?,,0
ep11,642.24,645.54,3.3,玄関から左に管理人さんの住む101号室,0.031,0
ep11,645.54,647.88,2.34,そして右に2部屋,0.013,0
ep11,647.88,650.54,2.66,そうすると104号室はどこになるんだ?,0.031,0
ep11,651.26,654.56,3.3,わかったらもうあんな話忘れろ,0.118,0
ep11,654.56,655.5,0.94,じゃな,,0
ep11,655.5,663.38,7.88,ひでき、まだ痛い?,0.887,1
ep11,663.9,666.1,2.2,え?いや、痛いのはもう,0.028,0
ep11,666.1,669.92,3.82,秀樹あの部屋怖い,0.966,1
ep11,669.92,671.88,1.96,いやその,0.015,1
ep11,671.88,674.1,2.22,チー確かめる,0.805,1
ep11,674.1,676.38,2.28,チー,0.005,1
ep11,676.38,680.16,3.78,このアパートには104号室なんてないんだぜ,0.146,0
ep11,680.16,682.54,2.38,チー俺が行く,0.006,0
ep11,682.54,685.96,3.42,そうだよな,0.006,0
ep11,685.96,688.58,2.62,そもそも104号室がなきゃ,0.007,0
ep11,688.58,690.58,2.0,あの話は成り立たないんだよ,0.06,0
ep11,690.58,693.2,2.62,1階に部屋を3つ,0.0,0
ep11,693.2,696.76,3.56,日比谷さんの101号室と,0.002,0
ep11,696.76,699.28,2.52,残り2つ,0.124,0
ep11,699.28,700.6,1.32,102,0.012,0
ep11,700.6,702.56,1.96,103か,0.028,0
ep11,702.56,710.92,8.36,やっぱただの空き部屋か,0.012,0
ep11,710.92,712.5,1.58,そうだよな,0.137,0
ep11,712.5,714.58,2.08,俺って超バカ,0.017,0
ep11,714.58,716.58,2.0,あ,0.047,0
ep11,716.58,718.58,2.0,あ,0.43,0
ep11,722.58,724.58,2.0,どー 停電か,0.049,0
ep11,724.58,726.58,2.0,雷 近いな,0.06,0
ep11,738.58,739.58,1.0,あれ?,0.017,0
ep11,739.58,741.58,2.0,チー,0.057,0
ep11,741.58,743.18,1.6,おい!,0.018,0
ep11,743.18,744.18,1.0,チー!,0.018,0
ep11,747.18,748.68,1.5,まさか!,0.036,0
ep11,752.68,753.68,1.0,チー!,0.053,0
ep11,756.18,757.68,1.5,チー何やって!,0.024,0
ep11,757.68,759.18,1.5,そこ危ないから!,0.004,0
ep11,760.18,761.18,1.0,チー!,0.184,0
ep11,771.58,777.58,6.0,なあああああああああああああああああああああああああああああ,0.023,0
ep11,779.58,781.58,2.0,夢かよかった,0.051,0
ep11,781.58,783.58,2.0,おいもとすわ,0.01,0
ep11,783.58,786.58,3.0,もう昼近いぞいつまで寝てんだ,0.023,0
ep11,786.58,789.58,3.0,今日も予備校を張り切ってまいりましょう,0.003,0
ep11,789.58,791.58,2.0,もうそんな時間か,0.014,0
ep11,791.58,792.58,1.0,俺先行くぞ,0.178,0
ep11,792.58,793.58,1.0,ごきげんよう,0.011,0
ep11,795.58,797.58,2.0,なっち!起こしてごめんな,0.03,0
ep11,797.58,799.58,2.0,俺行ってくるから,0.013,0
ep11,799.58,801.58,2.0,秀樹、どこ行くの?,0.7,0
ep11,801.58,803.58,2.0,どこって、予備号!,0.004,0
ep11,803.58,804.58,1.0,そこ…,0.764,1
ep11,804.58,806.58,2.0,104号室…,0.006,1
ep11,806.58,807.58,1.0,えっ…,0.299,0
ep11,807.58,809.58,2.0,うわあああああ!,0.038,0
ep11,809.58,811.58,2.0,はい、どうぞ!,0.106,0
ep11,811.58,812.58,1.0,え?,0.107,0
ep11,812.58,814.58,2.0,バニラでよかったですか?,0.197,0
ep11,814.58,816.58,2.0,あ、ここ…,0.034,0
ep11,816.58,817.58,1.0,やだな!,0.109,0
ep11,817.58,821.58,4.0,先輩がまたよかったら一緒に行って連れてきてくれたんじゃないですか?,0.152,0
ep11,821.58,823.58,2.0,そ、そうだっけ?,0.002,0
ep11,823.58,825.58,2.0,よかったですね、いいお天気で!,0.709,0
ep11,825.58,827.58,2.0,ん、うん!,0.151,0
ep11,827.58,830.18,2.6,私、あれ乗りたいです、ボート,0.168,0
ep11,830.18,835.78,5.6,たまにはいいな、こういうのも,0.015,0
ep11,835.78,838.5,2.72,でしょ、私大好きなんです,0.028,0
ep11,838.5,842.8,4.3,木漏れ日がきれいだな、実家を思い出すよ,0.027,0
ep11,842.8,846.66,3.86,この先にもっときれいなところがあるんですよ,0.341,0
ep11,846.66,850.18,3.52,古いアパートなんですけどね,0.028,0
ep11,851.56,855.92,4.36,一回の場でが、ちこちこな夏なんです,0.027,0
ep11,855.92,867.02,11.1,モトスワ君,,0
ep11,867.02,869.44,2.42,あれ?,0.006,0
ep11,869.84,871.0,1.16,あれじゃないでしょ,0.004,0
ep11,871.0,872.78,1.78,危ないじゃないぼーっとして,0.03,0
ep11,872.78,875.12,2.34,清水先生すみません,0.015,0
ep11,875.12,877.82,2.7,最近様子がおかしいけど,0.007,0
ep11,877.82,879.84,2.02,何かあったの?,0.006,0
ep11,879.84,881.6,1.76,いや別に何も,0.01,0
ep11,881.6,882.98,1.38,そう,0.023,0
ep11,882.98,884.6,1.62,そうね,0.003,0
ep11,884.6,887.22,2.62,私に話すことじゃないわね,0.031,0
ep11,887.22,891.38,4.16,私は単なる予備校の講師だもの,0.089,0
ep11,891.38,897.1,5.72,ねえ飲み行こっか,0.211,0
ep11,897.1,899.34,2.24,ねえ行こ行こ,0.008,0
ep11,899.34,903.4,4.06,私元朗君にずっと話したいことがあったの,0.018,0
ep11,903.4,905.14,1.74,先生いいんですか,0.009,0
ep11,905.14,907.38,2.24,やっぱ二人きりってのはあの,0.042,0
ep11,907.38,909.18,1.8,平気平気,0.067,0
ep11,909.18,911.1,1.92,とっておきのお店があるのよ,0.051,0
ep11,911.1,913.22,2.12,ほらここよ,0.016,0
ep11,913.22,918.7,5.48,元参考人にも絶対来てもらうと思ってたの,0.019,0
ep11,918.7,920.78,2.08,せ、先生,0.02,0
ep11,920.78,926.62,5.84,先生、ダメだー,0.023,0
ep11,926.62,928.0,1.38,何が,0.003,0
ep11,928.0,931.8,3.8,夢か,0.002,0
ep11,931.8,934.06,2.26,何やってんだよ,0.014,0
ep11,934.06,936.68,2.62,随分盛大な寝言ね,0.007,0
ep11,936.68,938.58,1.9,顔を洗ってらっしゃい,0.082,0
ep11,938.58,941.16,2.58,はい、すみません,0.019,0
ep11,943.22,946.04,2.82,おいこら3階だぞここは,0.003,0
ep11,946.04,947.26,1.22,ほら,0.107,0
ep11,947.26,951.56,4.3,すまうあれから6すっぽ寝られないんだ,0.008,0
ep11,951.56,952.82,1.26,のようだな,0.025,0
ep11,952.82,957.08,4.26,寝ても覚めても104号室のことが頭から離れなくて,0.017,0
ep11,957.08,959.9,2.82,頼むシンボ一緒に寝てくれ,0.024,0
ep11,959.9,962.52,2.62,重傷だなこりゃ,0.103,0
ep11,962.52,966.3,3.78,モトスワこうなったら付き物を落としに行こう,0.005,0
ep11,966.3,969.78,3.48,でなんでうちに来るわけ,0.026,0
ep11,969.78,973.02,3.24,モトスワさんのノイローゼの原因は僕だと,0.003,0
ep11,973.02,977.22,4.2,いやそうじゃなくてあの話の出所さえはっきりすれば,0.005,0
ep11,977.22,979.86,2.64,こいつも少しは安心できると思ってさ,0.01,0
ep11,979.86,984.9,5.04,出所って言ったってネットに流れてる怪談話なんて,0.013,0
ep11,984.9,986.5,1.6,大概迷うつばものだし,0.068,0
ep11,986.5,988.62,2.12,それは分かってるんだけど,0.002,0
ep11,988.62,991.34,2.72,104号室なんで104号室なんだ,0.009,0
ep11,991.34,994.34,3.0,いいいい元諏訪さん,0.001,0
ep11,994.34,998.3,3.96,確かに世界には無数の謎と怪奇が存在する,0.008,0
ep11,998.3,1000.9,2.6,でもその大半は見間違い,0.001,0
ep11,1000.9,1002.44,1.54,自然現象の類なんだ,0.031,0
ep11,1002.44,1005.48,3.04,でも俺は確かに聞いたんだ,0.023,0
ep11,1005.48,1008.12,2.64,床に這いつるような音,0.001,0
ep11,1008.12,1012.1,3.98,そして流れ出るドス黒い血をこの目で見たんだ,0.003,0
ep11,1012.1,1015.74,3.64,その見たというのが一番当てにならない場合もある,0.002,0
ep11,1015.74,1019.16,3.42,人間は無意識のうちに見たいもの,0.005,0
ep11,1019.16,1022.48,3.32,信じてるものを認識しやすいようにできてるんだ,0.009,0
ep11,1022.48,1023.38,0.9,だから,,0
ep11,1023.38,1026.54,3.16,でも見たんだよ俺は,0.003,0
ep11,1026.82,1030.38,3.56,ある数のない1045質が確かにあったんだよ,0.016,0
ep11,1030.38,1032.5,2.12,あのね、元諏訪さん,0.006,0
ep11,1032.5,1036.22,3.72,やっぱりあの話はガブ城ヶ崎のことだったんだ,0.005,0
ep11,1036.22,1039.16,2.94,じゃあ一緒に行こう,0.003,0
ep11,1039.16,1041.42,2.26,ガブ城ヶ崎へ,0.0,0
ep11,1041.42,1045.96,4.54,雰囲気あるね、こうしてみると,0.008,0
ep11,1045.96,1048.38,2.42,そんなもんなくてもいいんだよ,0.006,0
ep11,1048.38,1053.64,5.26,なんで世によってこんな敵かな,0.05,0
ep11,1053.64,1057.36,3.72,本当に怪奇現象なら調べるのに好都合じゃない,0.037,0
ep11,1057.36,1058.08,0.72,秀樹,,0
ep11,1058.08,1059.48,1.4,ジー,0.023,0
ep11,1059.48,1061.14,1.66,おかえりなさい,0.004,0
ep11,1061.14,1063.82,2.68,ちぃ!無事だったか!よかった!,0.009,0
ep11,1064.4,1065.66,1.26,無事に決まってんだろ,0.029,0
ep11,1065.66,1067.98,2.32,で、問題の部屋は?,0.01,0
ep11,1068.28,1073.04,4.76,ああ、玄関から向かった左は管理人さんの部屋で101号室,0.003,0
ep11,1073.04,1075.48,2.44,そして右に空き部屋が2つ,0.004,0
ep11,1076.28,1080.48,4.2,で、元諏訪が明かりの点滅するのを見たのが奥の窓部屋,0.008,0
ep11,1080.48,1083.48,3.0,失礼ですが、その時元諏訪様は,0.042,0
ep11,1083.48,1084.94,1.46,ひ、一人だけだ,0.003,0
ep11,1084.94,1087.28,2.34,シンゴさんは見たことある?,0.006,0
ep11,1088.12,1089.8,1.68,スマモもないです,0.003,0
ep11,1089.8,1094.12,4.32,じゃあますます見間違えた可能性の方が,0.011,0
ep11,1094.12,1098.12,4.0,やっぱり,0.003,0
ep11,1112.84,1113.94,1.1,ひでき,0.81,1
ep11,1113.94,1115.92,1.98,あの音怖い?,0.825,0
ep11,1118.12,1120.6,2.48,これで怖くない?,0.973,1
ep11,1121.68,1123.28,1.6,俺がちょっと確かめてくる,0.029,0
ep11,1123.28,1126.16,2.88,誰か逃げ出してこないか見張っててくれ,0.004,0
ep11,1126.16,1128.46,2.3,あ、シンボ,0.029,0
ep11,1128.46,1131.98,3.52,ったく、悪趣味ないたずらだな,0.012,0
ep11,1131.98,1134.38,2.4,見つけたらとっ捕まえて,0.002,0
ep11,1134.38,1143.62,9.24,遅いですね、シンボ様,0.1,0
ep11,1143.62,1145.38,1.76,まさか,0.006,0
ep11,1145.38,1146.54,1.16,行こう,0.084,0
ep11,1146.54,1150.12,3.58,シンボ,0.159,0
ep11,1150.12,1152.82,2.7,僕たちは上を調べよう,0.005,0
ep11,1152.82,1153.44,0.62,はい,,0
ep11,1153.44,1154.74,1.3,え、ちょ,0.278,0
ep11,1154.74,1157.66,2.92,ジー,0.062,0
ep11,1157.66,1159.64,1.98,いる,0.53,1
ep11,1159.64,1162.2,2.56,い、いる,0.003,0
ep11,1162.2,1165.24,3.04,ジー,0.047,0
ep11,1165.24,1168.3,3.06,体が動かない,0.007,0
ep11,1168.3,1173.9,5.6,ジー,0.05,0
ep11,1173.9,1175.22,1.32,言っちゃダメだ,0.167,0
ep11,1175.22,1181.46,6.24,動け動け何やってるんだ,0.003,0
ep11,1181.46,1183.36,1.9,血が,0.003,0
ep11,1183.36,1187.36,4.0,血が,0.006,0
ep11,1187.36,1190.36,3.0,血,0.007,0
ep11,1190.36,1194.1,3.74,え,0.014,0
ep11,1194.1,1198.38,4.28,物置,0.006,0
ep11,1198.38,1199.34,0.96,ええ,,0
ep11,1199.34,1202.9,3.56,最近カビとか湿気とか気になる時期なので,0.005,0
ep11,1202.9,1205.32,2.42,大掃除をしようと思ったんですが,0.022,0
ep11,1205.32,1207.24,1.92,電球が切れかかっていて,0.002,0
ep11,1207.24,1209.18,1.94,なかなかはかどらなくて,0.002,0
ep11,1209.18,1210.86,1.68,いろいろ踏み台にして,0.049,0
ep11,1210.86,1212.48,1.62,交換しようと思ったんですけど,0.443,0
ep11,1212.48,1215.02,2.54,私じゃあどうしても届かなくて,0.122,0
ep11,1215.02,1217.04,2.02,それで俺が呼ばれて,0.149,0
ep11,1217.04,1218.56,1.52,付け直したってわけ,0.027,0
ep11,1218.56,1220.18,1.62,ただいま終了しました,0.073,0
ep11,1220.18,1222.68,2.5,でもドアの下から,0.071,0
ep11,1222.68,1223.8,1.12,ドス黒い液体が,0.037,0
ep11,1223.8,1226.58,2.78,テーブルを動かしたときに,0.005,0
ep11,1226.58,1227.96,1.38,バケツを倒しちゃったんです,0.01,0
ep11,1227.96,1230.58,2.62,あのとき元スワさんに,0.005,0
ep11,1230.58,1232.02,1.44,お願いしに行ったんですけど,0.085,0
ep11,1232.02,1234.38,2.36,何かお忙しそうで,0.031,0
ep11,1234.38,1237.86,3.48,電球,0.083,0
ep11,1237.86,1239.28,1.42,テーブル,0.005,0
ep11,1239.28,1239.94,0.66,バケツ,,0
ep11,1239.94,1243.52,3.58,でも104号室ってなんで,0.012,0
ep11,1243.52,1245.02,1.5,どうやら1階は,0.027,0
ep11,1245.02,1247.54,2.52,もともと良い部屋だったみたいだよ,0.018,0
ep11,1247.54,1250.14,2.6,お隣は103号室でした,0.18,0
ep11,1250.14,1254.14,4.0,私がここに入るとき改造したもので,0.081,0
ep11,1254.14,1257.14,3.0,筆番は102号室なのです,0.045,0
ep11,1257.14,1259.14,2.0,秀樹,0.447,0
ep11,1259.14,1260.44,1.3,大丈夫,0.976,1
ep11,1260.44,1265.44,5.0,ああ、何振り回されてたんだろう、俺。まさくない。,0.005,0
ep11,1265.44,1267.44,2.0,イデキ、もう怖くない?,0.768,1
ep11,1267.44,1269.44,2.0,それはもう、全然。,0.007,1
ep11,1270.44,1271.44,1.0,よかった。,0.794,1
ep11,1272.44,1277.44,5.0,あっ、チー。何ムード作ってんだろうね、この人は。,0.003,0
ep11,1277.44,1279.44,2.0,って、作ってねえよ!,0.015,0
ep11,1279.44,1286.44,7.0,はぁ、でもよかった。何が怖かったって、チーが取り込まれそうだと思った時が一番怖かった。,0.018,0
ep11,1286.44,1289.44,3.0,ミノル様、どうされました?,0.097,0
ep11,1289.44,1291.44,2.0,いやよかったよ,0.08,0
ep11,1291.44,1294.44,3.0,本当何事もなくってね,0.005,0
ep11,1294.44,1299.44,5.0,やっぱ青空っていいな,0.028,0
ep11,1299.44,1302.44,3.0,あれ?G?,0.109,0
ep11,1302.44,1305.44,3.0,まさか,0.026,0
ep11,1305.44,1307.44,2.0,秀樹おはよう,0.773,1
ep11,1307.44,1309.44,2.0,うおおおお,0.15,0
ep11,1311.44,1317.44,6.0,秀樹まだ寝る?,0.979,1
ep11,1317.44,1320.76,3.32,おやすみ,0.548,1
ep11,1320.76,1325.18,4.42,また聞こえる,0.767,1
ep11,1347.44,1377.42,29.98,次回予告,0.1,0
ep11,1377.44,1381.74,4.3,おびえてる心,0.063,0
ep11,1381.74,1388.84,7.1,そんな風に,0.161,0
ep11,1388.84,1393.88,5.04,同じように笑って,0.072,0
ep11,1393.88,1395.82,1.94,沈んで,0.05,0
ep11,1395.82,1400.1,4.28,流れるのはなぜ,0.032,0
ep11,1400.1,1403.72,3.62,神を探してるんだ,0.056,0
ep11,1403.72,1407.24,3.52,ずっと探してるんだ,0.099,0
ep11,1407.24,1411.24,4.0,どこまで見えない,0.159,0
ep11,1411.24,1416.24,5.0,そのドアの鍵は,0.023,0
ep11,1437.24,1467.22,29.98,お疲れ様でした,0.003,0
ep11,1467.24,1497.22,29.98,ご視聴ありがとうございました,0.151,0
ep12,120.0,123.0,3.0,駅前の電気屋ならいいタイトル揃ってるぞ,0.01,0
ep12,123.0,126.12,3.12,おまけに今週いっぱいは20%オフだ,0.01,0
ep12,126.12,127.26,1.14,マジっすか,0.022,0
ep12,127.26,128.44,1.18,それで,0.526,0
ep12,128.44,129.64,1.2,えっ,0.002,0
ep12,129.64,130.7,1.06,さらに,0.007,0
ep12,130.7,131.64,0.94,おお,,0
ep12,131.64,134.0,2.36,それだけじゃ,0.055,0
ep12,134.0,135.8,1.8,あ、先輩,0.074,0
ep12,135.8,138.7,2.9,うわあああああああ,0.007,0
ep12,138.7,142.4,3.7,あれ?お父さんそれ先輩に貸してあげるの?,0.029,0
ep12,142.4,143.7,1.3,あ、あああ,0.003,0
ep12,143.7,146.54,2.84,DVDプレイヤー持ってないって言うからさ,0.0,0
ep12,146.54,148.5,1.96,へえ、そうなんだ,0.078,0
ep12,148.5,150.74,2.24,で、先輩、どんなの見るんです?,0.068,0
ep12,150.74,154.0,3.26,いや、その…アクション映画とか…,0.004,0
ep12,154.0,156.5,2.5,英語のソフトなんかも出てるかも,0.061,0
ep12,156.5,158.3,1.8,その…いろいろね,0.107,0
ep12,158.3,160.5,2.2,そうそう!いろいろ見るよな,0.018,0
ep12,160.5,161.1,0.6,いろいろ,,0
ep12,161.1,162.0,0.9,は、はい!,,0
ep12,162.0,162.5,0.5,ええ!,,0
ep12,168.5,169.7,1.2,そっか…,0.003,0
ep12,170.3,174.0,3.7,DVDなら、良心を簡単に選択できるし,0.013,0
ep12,174.0,176.3,2.3,巻き戻しをしなくてもいいんだよな,0.045,0
ep12,178.5,192.98,14.48,さ、さて、どれにしようかな,0.117,0
ep12,192.98,201.66,8.68,こ、これなんか,0.014,0
ep12,201.66,203.1,1.44,元諏訪さん,0.006,0
ep12,203.1,206.52,3.42,こんばんは元諏訪様,0.078,0
ep12,206.52,209.46,2.94,な、なんだ、ミノル君とゆずきさんか,0.035,0
ep12,209.46,212.1,2.64,な、何してるのかな、こんなとこで,0.048,0
ep12,212.1,214.94,2.84,今日発売のネットゲームを買いにね,0.007,0
ep12,214.94,215.96,1.02,ネットゲーム?,0.158,0
ep12,216.98,218.2,1.22,ネットワークゲーム,0.003,0
ep12,218.2,222.18,3.98,インターネットを介していろんな人とプレイするゲームだよ,0.003,0
ep12,222.18,224.04,1.86,インターネットでゲーム?,0.008,0
ep12,224.8,228.88,4.08,大人数でもできるし、パソコンと一緒に遊ぶこともできる,0.008,0
ep12,228.88,231.78,2.9,え、それってチートも遊べるってこと?,0.004,0
ep12,231.78,237.54,5.76,ええ ソフトとハードがあれば あとはパソコンを接続するだけですよ,0.049,0
ep12,237.54,240.78,3.24,ええ そっか チートゲームか,0.014,0
ep12,240.78,243.06,2.28,元沢さんもやってみる,0.01,0
ep12,243.06,244.06,1.0,えっ,0.063,0
ep12,244.06,248.84,4.78,1本あげるよ これ普及用でソフトがもう1本ついてくるから,0.038,0
ep12,248.84,251.06,2.22,ええ そうなんだ,0.056,0
ep12,251.06,254.06,3.0,あ 今俺ハード持ってないし,0.124,0
ep12,254.06,257.38,3.32,その dvd プレイヤー ネットゲームもできるよ,0.007,0
ep12,257.38,258.66,1.28,えっ 本当,0.01,0
ep12,258.66,262.22,3.56,それじゃあ僕先にレジ行って待ってるから,0.033,0
ep12,262.22,266.76,4.54,元諏訪さんは思う存分措置系のDVDを物色しててよ,0.013,0
ep12,267.04,269.12,2.08,な、な、な、何言ってんだ,0.02,0
ep12,269.12,273.04,3.92,俺は別にそんな,0.003,0
ep12,273.04,288.36,15.32,ひできこれ何?,,0
ep12,288.66,290.52,1.86,ネットゲームのソフトだよ,0.05,0
ep12,290.52,292.72,2.2,今日ミノル君に借りたんだ,0.012,0
ep12,292.72,294.6,1.88,ネットゲーム?,0.964,1
ep12,295.2,297.22,2.02,ああ、インターネットを使って,0.017,0
ep12,297.22,299.32,2.1,いろんな人と一緒に遊べるんだ,0.05,0
ep12,299.32,302.28,2.96,いろんな人と遊べる,0.747,0
ep12,302.28,304.84,2.56,ジーもヒデキと遊べる?,0.683,0
ep12,305.68,307.94,2.26,ああ、一緒に遊べるってさ,0.011,0
ep12,307.94,309.78,1.84,ヒデキと一緒に,0.507,0
ep12,312.74,314.3,1.56,よし、セッティング完了,0.058,0
ep12,314.3,316.88,2.58,ジー、一緒にやってみるか?,0.085,0
ep12,317.24,317.8,0.56,ネットゲーム,,0
ep12,317.8,323.64,5.84,うん!ち!秀樹と一緒にネットゲームやってみる!,0.183,0
ep12,327.34,330.98,3.64,入った!進む!,0.001,0
ep12,334.56,339.92,5.36,ゲーム!ゲーム!秀樹とゲーム!ゲーム!ゲーム!,0.386,0
ep12,340.38,342.54,2.16,合わせるなって!始めるぞ!,0.065,0
ep12,343.2,348.42,5.22,ん?ネットワーク接続?,0.041,0
ep12,349.86,352.46,2.6,なんだ?ノグインIDって,0.051,0
ep12,352.46,357.76,5.3,ん?ん?,0.003,0
ep12,361.2,362.48,1.28,ああ、元沢さん,0.021,0
ep12,362.48,365.4,2.92,さっきのゲーム、もうやってみた,0.117,0
ep12,365.4,367.0,1.6,いやー、それが,0.014,0
ep12,367.0,370.96,3.96,説明書見てもわけわかんないことばっかり書いてあってさ,0.005,0
ep12,370.96,372.86,1.9,ちょっとも始まらないんだ,0.09,0
ep12,372.86,376.74,3.88,ログインIDがどうとかパスワードがどうとか,0.004,0
ep12,376.74,380.06,3.32,元諏訪さんあれからメールアドレス取った?,0.001,0
ep12,380.54,382.4,1.86,いやないよそんなの,0.014,0
ep12,382.4,386.76,4.36,やっぱりネットゲームはプロバイダと契約して,0.006,0
ep12,386.76,390.32,3.56,メールアカウントを取得しないとプレイできないんだよ,0.009,0
ep12,390.32,391.92,1.6,え?そうなの?,0.05,0
ep12,392.54,394.18,1.64,それってどこで契約するんだ?,0.004,0
ep12,395.22,399.18,3.96,説明書の最後にプロバイダの電話番号が書いてあるから,0.036,0
ep12,399.18,402.38,3.2,まずは画面上でそこに接続してみて,0.038,0
ep12,402.38,403.08,0.7,わかった,,0
ep12,403.08,407.62,4.54,あれおかしいな,0.004,0
ep12,407.62,409.1,1.48,どうしたの,0.008,0
ep12,409.1,412.2,3.1,お客様の都合で接続できませんって,0.001,0
ep12,412.2,414.1,1.9,そりゃそうだよ,0.014,0
ep12,414.1,417.66,3.56,電話回線使って今僕と話してるんだから,0.011,0
ep12,418.14,424.38,6.24,じゃあなんとか説明書見ながらやってみるよ,0.011,0
ep12,424.38,425.76,1.38,頑張ってね,0.014,0
ep12,425.76,434.1,8.34,ゲーム開始にはまだ当分かかりそうだな,0.004,0
ep12,434.1,438.04,3.94,なんだよこのライセンス料って,0.003,0
ep12,438.04,441.0,2.96,なに月1000円かかる,0.0,0
ep12,441.0,444.16,3.16,最初の1ヶ月は無料か,0.002,0
ep12,444.16,447.12,2.96,なんだブロードバンドアダプター,0.006,0
ep12,447.12,450.66,3.54,まあいいやパスワードが違う,0.003,0
ep12,450.66,452.04,1.38,なんでだよ,0.013,0
ep12,452.04,454.46,2.42,えっとえっと,0.009,0
ep12,454.46,464.42,9.96,ここまで堂々と寝られると何も言えないわね,0.008,0
ep12,464.42,468.1,3.68,またパス跡が違う,0.017,0
ep12,468.1,476.06,7.96,ったくネットの設定ぐらい自分でやれよな,0.014,0
ep12,476.06,477.24,1.18,すまん,0.008,0
ep12,477.24,480.82,3.58,でも説明書読んでもさっぱりわかんなくて,0.006,0
ep12,480.82,483.04,2.22,ほいできた,0.001,0
ep12,483.04,486.16,3.12,えっ?もう接続完了なのか?,0.009,0
ep12,486.16,486.92,0.76,うん,,0
ep12,487.42,489.92,2.5,秀樹と一緒にゲームできる?,0.748,1
ep12,489.92,491.24,1.32,そうみたい,0.01,1
ep12,491.24,494.92,3.68,はじめからシンボに頼んどけばよかった,0.018,0
ep12,494.92,497.38,2.46,よし、それじゃあ早速始めるか,0.011,0
ep12,497.38,498.38,1.0,チン!,0.121,0
ep12,498.38,499.66,1.28,よかったな,0.01,0
ep12,499.66,502.24,2.58,おやすみなさいです,0.005,0
ep12,502.24,506.38,4.14,ああ、そう言わずにシンボ、お前も一緒にやってけよ,0.018,0
ep12,506.38,510.62,4.24,え?俺、明日の予備校でやるとこチェックしとこうと思ったのに,0.02,0
ep12,510.62,512.38,1.76,一日ぐらいいいじゃねえか!,0.124,0
ep12,512.38,513.78,1.4,息抜き、息抜き!,0.004,0
ep12,513.78,514.66,0.88,ほらほら!,,0
ep12,514.66,516.5,1.84,やろうぜ、やろうぜ!,0.006,0
ep12,516.5,518.5,2.0,ったく、しょうがねえなあ。,0.026,0
ep12,518.5,519.78,1.28,しょうがねえなあ。,0.018,0
ep12,523.7,525.26,1.56,チー、いくぞ!,0.012,0
ep12,525.26,526.1,0.84,チー!,,0
ep12,526.1,527.26,1.16,よーし!,0.008,0
ep12,527.26,528.54,1.28,ゲームスタート!,0.01,0
ep12,535.38,536.86,1.48,きたきたきた!,0.04,0
ep12,536.86,537.98,1.12,ジャンプ2!,0.003,0
ep12,537.98,539.22,1.24,ゲームはこれか!,0.013,0
